name,link
Sri Lankan Pineapple Curry,https://www.food.com/recipe/sri-lankan-pineapple-curry-224377
Lemon Rice,https://www.food.com/recipe/lemon-rice-221732
No-Fry Karela Crispies (Bitter Melon),https://www.food.com/recipe/no-fry-karela-crispies-bitter-melon-216919
Murghi Aur Aloo ( Chicken and Potato Curry),https://www.food.com/recipe/murghi-aur-aloo-chicken-and-potato-curry-210345
Assamee Chicken,https://www.food.com/recipe/assamee-chicken-201405
Hot Chicken Curry,https://www.food.com/recipe/hot-chicken-curry-201336
Chipotle Chickpeas,https://www.food.com/recipe/chipotle-chickpeas-200583
Ceylon Pork Curry,https://www.food.com/recipe/delicious-ceylon-pork-curry-200295
Goan Avocado Salad,https://www.food.com/recipe/goan-avocado-salad-198098
Vegetable Samosa Filling,https://www.food.com/recipe/vegetable-samosa-filling-195139
Chili Yogurt Mushrooms,https://www.food.com/recipe/chili-yogurt-mushrooms-190521
Gulab Jamun,https://www.food.com/recipe/gulab-jamun-184368
Indian-Spiced Roast Salmon,https://www.food.com/recipe/indian-spiced-roast-salmon-181762
"Paneer Jalfrezi (Paneer With Green Peppers, Onions and Tomatoes)",https://www.food.com/recipe/paneer-jalfrezi-paneer-with-green-peppers-onions-and-tomatoes-179836
Thandai (Indian Almond Drink),https://www.food.com/recipe/thandai-indian-almond-drink-176322
Butter Chicken,https://www.food.com/recipe/butter-chicken-174960
Pilau or Pulao (Fragrant Rice),https://www.food.com/recipe/pilau-or-pulao-fragrant-rice-174223
Quick and Easy Raita,https://www.food.com/recipe/quick-and-easy-raita-173725
Aloo Gobi,https://www.food.com/recipe/aloo-gobi-173724
Zucchini Raita,https://www.food.com/recipe/zucchini-raita-167991
Tandoori Dry Rub,https://www.food.com/recipe/tandoori-dry-rub-16231
Curried Peas,https://www.food.com/recipe/curried-peas-160896
Indian Lime Chicken,https://www.food.com/recipe/indian-lime-chicken-149292
Indian Corn Cake,https://www.food.com/recipe/indian-corn-cake-145378
Bengali-Spiced Squash,https://www.food.com/recipe/bengali-spiced-squash-145020
Corn Flakes Chivda (Spicy Indian Snack Mix),https://www.food.com/recipe/corn-flakes-chivda-spicy-indian-snack-mix-144190
Bhindi Bhaji (Fried Stuffed Okra),https://www.food.com/recipe/bhindi-bhaji-fried-stuffed-okra-137333
Chicken Tikka With Cucumber Raita,https://www.food.com/recipe/chicken-tikka-with-cucumber-raita-136558
Coconut Chicken Curry,https://www.food.com/recipe/coconut-chicken-curry-135555
Shrikhand,https://www.food.com/recipe/shrikhand-133794
Indian-Spiced Stuffed Cauliflower,https://www.food.com/recipe/indian-spiced-stuffed-cauliflower-133109
Indian Potato Pancakes,https://www.food.com/recipe/indian-potato-pancakes-132374
Carrot Salad With Black Mustard Seeds,https://www.food.com/recipe/carrot-salad-with-black-mustard-seeds-131651
Rice With Julienned Potatoes,https://www.food.com/recipe/rice-with-julienned-potatoes-131149
Indian Cumin Potatoes (  Jeera Aloo ),https://www.food.com/recipe/indian-cumin-potatoes-jeera-aloo-125970
Indian Sweet Saffron Rice,https://www.food.com/recipe/indian-sweet-saffron-rice-with-raisins-and-pistachios-125149
Lentil Dhal With Roasted Garlic,https://www.food.com/recipe/lentil-dhal-with-roasted-garlic-124316
Aloo Channa Chaat (Tangy Potato Chickpea Snack),https://www.food.com/recipe/aloo-channa-chaat-tangy-potato-chickpea-snack-121493
Falooda,https://www.food.com/recipe/falooda-easy-and-delicious-120560
Spicy Mutton Curry,https://www.food.com/recipe/spicy-mutton-curry-119515
"Brinjal Eggplant (Aubergine)  Pickle (Goa, India)",https://www.food.com/recipe/brinjal-eggplant-aubergine-pickle-goa-india-115529
Spicy Tamil Chicken,https://www.food.com/recipe/spicy-tamil-chicken-110899
Creamy Cashew and Vegetable Korma,https://www.food.com/recipe/creamy-cashew-and-vegetable-korma-109975
Fried Boiled Eggs,https://www.food.com/recipe/fried-boiled-eggs-104664
Batata Vada,https://www.food.com/recipe/batata-vada-potato-balls-in-a-gram-flour-crust-103969
Kerala Lamb Curry,https://www.food.com/recipe/kerala-lamb-curry-103607
Spiced Cabbage and Coconut,https://www.food.com/recipe/spiced-cabbage-and-coconut-103282
Butter Chicken,https://www.food.com/recipe/butter-chicken-8974
Cauliflower Coconut Curry,https://www.food.com/recipe/cauliflower-coconut-curry-413534
Hot Hot Crab Curry,https://www.food.com/recipe/hot-hot-crab-curry-35454
Spicy Indian Potato Wedges,https://www.food.com/recipe/spicy-indian-potato-wedges-274289
Lentil and Rhubarb Curry With Potatoes and Peas,https://www.food.com/recipe/lentil-and-rhubarb-curry-with-potatoes-and-peas-264566
Wonderful Veggie Curry,https://www.food.com/recipe/wonderful-veggie-curry-209957
Cauliflower Curry With Chicken,https://www.food.com/recipe/cauliflower-curry-with-chicken-194444
Cashew Chicken Curry,https://www.food.com/recipe/delicious-cashew-chicken-curry-153451
Reshmi Kebab,https://www.food.com/recipe/reshmi-kebab-136570
Whole Tandoori Chicken,https://www.food.com/recipe/whole-tandoori-chicken-124380
Punjabi Lamb,https://www.food.com/recipe/punjabi-lamb-in-spinach-and-tomatoes-100611
Chai (Indian Tea),https://www.food.com/recipe/chai-indian-tea-100165
Mango Raita,https://www.food.com/recipe/mango-raita-9827
Masala Chicken,https://www.food.com/recipe/masala-chicken-97326
Madras Curry (Vegan or Chicken),https://www.food.com/recipe/madras-curry-vegan-or-chicken-91622
Muslim Naan,https://www.food.com/recipe/muslim-naan-9149
Mango Cream,https://www.food.com/recipe/mango-cream-91155
Indian Ginger Mutton Karahi,https://www.food.com/recipe/sinfully-delicious-indian-ginger-mutton-karahi-91050
Spiced Onion Dahl,https://www.food.com/recipe/spiced-onion-dahl-88779
Sticky Garlic Curry Chicken,https://www.food.com/recipe/sticky-garlic-curry-chicken-88337
Corn & Spinach rice,https://www.food.com/recipe/corn-spinach-rice-86744
Okra,https://www.food.com/recipe/okra-my-style-84627
Spinach Pakora (fritters),https://www.food.com/recipe/spinach-pakora-fritters-84364
Lamb Curry,https://www.food.com/recipe/lamb-curry-78746
Tandoori Salmon Fillets with Mango Mint Relish,https://www.food.com/recipe/tandoori-salmon-fillets-with-mango-mint-relish-76999
Spiced Cauliflower,https://www.food.com/recipe/spiced-cauliflower-76770
Cinnamon-Orange Butter,https://www.food.com/recipe/cinnamon-orange-butter-72360
Garam Masala recipe,https://www.food.com/recipe/moms-teachers-garam-masala-recipe-57548
Spicy Potato with Kasoori Methi Raita,https://www.food.com/recipe/my-favourite-spicy-potato-and-kasoori-methi-raita-57441
Ghee,https://www.food.com/recipe/how-to-prepare-ghee-55434
Bombay Beef & Cauliflower,https://www.food.com/recipe/bombay-beef-cauliflower-54020
Tasty Toast-Egg Sandwich,https://www.food.com/recipe/tasty-toast-egg-sandwich-51811
Indian Pudding (Microwave),https://www.food.com/recipe/indian-pudding-microwave-51013
Chana (Chickpeas) Chaat,https://www.food.com/recipe/chana-chickpeas-chaat-50462
Indian Spiced Shrimp,https://www.food.com/recipe/indian-spiced-shrimp-499214
Dal Nirvana & Naan,https://www.food.com/recipe/dal-nirvana-naan-493936
Southern (?!) Chicken Curry,https://www.food.com/recipe/southern-chicken-curry-487395
Tomato and Chicken Rogan Josh Curry (Pressure Cooker),https://www.food.com/recipe/tomato-and-chicken-rogan-josh-curry-pressure-cooker-485295
Green Peas Masala,https://www.food.com/recipe/green-peas-masala-485225
Indian-Spiced Kale & Chickpeas,https://www.food.com/recipe/indian-spiced-kale-chickpeas-485202
Indian Spiced String Beans,https://www.food.com/recipe/marthas-indian-spiced-string-beans-485179
Raita (Yogurt-Dill Sauce),https://www.food.com/recipe/raita-yogurt-dill-sauce-485123
Saffron Mango Mousse,https://www.food.com/recipe/saffron-mango-mousse-485114
Cauliflower Curry,https://www.food.com/recipe/cauliflower-curry-485109
Indian Cold Coffee,https://www.food.com/recipe/indian-cold-coffee-484941
Indian- Tomato Kachambur,https://www.food.com/recipe/indian-tomato-kachambur-484922
Chicken Pulao With Lemon and Onion,https://www.food.com/recipe/chicken-pulao-with-lemon-and-onion-484481
Bombay Spiced Cashews,https://www.food.com/recipe/bombay-spiced-cashews-483504
Tandoori Chicken Wings,https://www.food.com/recipe/tandoori-chicken-wings-483046
Kharbhooja Sharbat,https://www.food.com/recipe/kharbhooja-sharbat-483015
Vegetarian Biryani,https://www.food.com/recipe/vegetarian-biryani-482984
Ginger Lemonade Sekanji,https://www.food.com/recipe/ginger-lemonade-sekanji-482970
Taj Maholla! Chicken,https://www.food.com/recipe/taj-maholla-chicken-482900
Jhat Phat Sabzi (Bell Pepper Paneer),https://www.food.com/recipe/jhat-phat-sabzi-bell-pepper-paneer-482753
Roasted Potatoes (Sukhi Bhaji),https://www.food.com/recipe/roasted-potatoes-sukhi-bhaji-482740
Ghee (Usli Ghee),https://www.food.com/recipe/ghee-usli-ghee-482648
Spicy Chickpea Samosas With Raita,https://www.food.com/recipe/spicy-chickpea-samosas-with-raita-482642
Red Curry Pork With Peppers,https://www.food.com/recipe/red-curry-pork-with-peppers-482339
Quick Chicken and Shrimp Curry (Make-Ahead Option),https://www.food.com/recipe/quick-chicken-and-shrimp-curry-make-ahead-option-482146
Murgh Makhani (Indian Butter Chicken),https://www.food.com/recipe/murgh-makhani-indian-butter-chicken-482126
Minty Indian Zucchini (Tabbakh Ruhu),https://www.food.com/recipe/minty-indian-zucchini-tabbakh-ruhu-482037
Bengali Potatoes,https://www.food.com/recipe/bengali-potatoes-481978
Garam Masala Spice Blend,https://www.food.com/recipe/garam-masala-spice-blend-481925
Chocolate Chai,https://www.food.com/recipe/chocolate-chai-47885
Spiced Lemon Rice,https://www.food.com/recipe/spiced-lemon-rice-478465
Salmon Tikka,https://www.food.com/recipe/salmon-tikka-469684
Naan (Indian Flatbread),https://www.food.com/recipe/naan-indian-flatbread-456790
Prawn and Pumpkin Coconut Milk Curry - Konju Pulungari,https://www.food.com/recipe/prawn-and-pumpkin-coconut-milk-curry-konju-pulungari-453952
Saag (Indian Spinach),https://www.food.com/recipe/saag-indian-spinach-452971
Savory Curried Rice With Dried Fruit,https://www.food.com/recipe/savory-curried-rice-with-dried-fruit-449229
Indian Spiced Fish With Coriander Rice,https://www.food.com/recipe/indian-spiced-fish-with-coriander-rice-449122
Simple Sag Aloo (Indian Potato and Spinach),https://www.food.com/recipe/simple-sag-aloo-indian-potato-and-spinach-444459
Egg Curry,https://www.food.com/recipe/egg-curry-44342
Tomato and Coriander Soup,https://www.food.com/recipe/tomato-and-coriander-soup-440915
Puri,https://www.food.com/recipe/delicious-homemade-puri-44025
The Best Butter Chicken,https://www.food.com/recipe/the-best-butter-chicken-428826
Paneer ( Indian Cottage Cheese),https://www.food.com/recipe/paneer-indian-cottage-cheese-425229
Aromatic Beef Kofti,https://www.food.com/recipe/aromatic-beef-kofti-425078
10 Second Mango Yogurt Smoothie,https://www.food.com/recipe/10-second-mango-yogurt-smoothie-423880
Chicken Kundou,https://www.food.com/recipe/chicken-kundou-kashmiri-style-chicken-423599
Onion Paratha,https://www.food.com/recipe/kandhe-ki-roti-mummys-favourite-onion-paratha-421904
Curry Chicken,https://www.food.com/recipe/curry-chicken-416665
Cumin and Saffron Rice,https://www.food.com/recipe/cumin-and-saffron-rice-415229
Bombay Popcorn,https://www.food.com/recipe/bombay-popcorn-398105
Curry Stuffed Eggs,https://www.food.com/recipe/curry-stuffed-eggs-396644
Vegan Worcestershire Sauce,https://www.food.com/recipe/vegan-worcestershire-sauce-394975
Fragrant Beef Curry,https://www.food.com/recipe/fragrant-beef-curry-389076
Naan  (No-Knead),https://www.food.com/recipe/naan-no-knead-387678
Chennai Chicken Curry,https://www.food.com/recipe/chennai-chicken-curry-382616
Saag Paneer (Panir) - Indian Spinach and Cheese,https://www.food.com/recipe/saag-paneer-panir-indian-spinach-and-cheese-380617
chicken golden saffron rice,https://www.food.com/recipe/golden-saffron-and-cardamom-spiced-chicken-rice-pilau-380409
Curried Eggplant in Tomato Sauce,https://www.food.com/recipe/curried-eggplant-in-tomato-sauce-380241
Indian Beef Stew,https://www.food.com/recipe/indian-beef-stew-371870
Aloo Rasdar,https://www.food.com/recipe/aloo-rasdar-indian-potato-in-gravy-ala-rukshana-366604
Indian Chicken Curry,https://www.food.com/recipe/indian-chicken-curry-362728
Curried Lentil Soup,https://www.food.com/recipe/curried-lentil-soup-361854
Ww Friendly Mint-Infused Darjeeling Tea,https://www.food.com/recipe/ww-friendly-mint-infused-darjeeling-tea-361097
Asparagus With Curry Butter,https://www.food.com/recipe/asparagus-with-curry-butter-359975
Short-Cut Vegetable Biryani,https://www.food.com/recipe/short-cut-vegetable-biryani-358480
Potato fried in garlic,https://www.food.com/recipe/potato-fried-in-garlic-chauke-aaloo-35799
Sesame Ginger Milk,https://www.food.com/recipe/sesame-ginger-milk-357366
Poached Eggs With Slow Cooked Spicy Lentils,https://www.food.com/recipe/poached-eggs-with-slow-cooked-spicy-lentils-331955
Indian Tea,https://www.food.com/recipe/indian-tea-330865
A Plaything for Your Tongue,https://www.food.com/recipe/a-plaything-for-your-tongue-32459
Chicken Jalfrezi,https://www.food.com/recipe/chicken-jalfrezi-323941
Butter Chickpea Curry,https://www.food.com/recipe/butter-chickpea-curry-318607
Indian-Style Rice Salad,https://www.food.com/recipe/indian-style-rice-salad-317780
Chicken Biryani,https://www.food.com/recipe/chicken-biryani-316697
Fragrant Rice Pudding With Pistachios (Kheerni),https://www.food.com/recipe/fragrant-rice-pudding-with-pistachios-kheerni-310499
American Indian Sunflower Seed Cakes,https://www.food.com/recipe/american-indian-sunflower-seed-cakes-310404
Rajma (Indian Red Kidney Bean Curry),https://www.food.com/recipe/rajma-indian-red-kidney-bean-curry-308734
Sonth Panak ( Ginger Tingler),https://www.food.com/recipe/sonth-panak-ginger-tingler-307476
Silken Chicken,https://www.food.com/recipe/silken-chicken-306155
Indian Spiced Tomato Salsa,https://www.food.com/recipe/indian-spiced-tomato-salsa-303781
Saag Khumb (Spinach and Mushrooms),https://www.food.com/recipe/saag-khumb-spinach-and-mushrooms-303706
Paneer With Scallions and Tomatoes (Mulayam Paneer Bhurjee),https://www.food.com/recipe/paneer-with-scallions-and-tomatoes-mulayam-paneer-bhurjee-302414
Curried Chicken Livers,https://www.food.com/recipe/curried-chicken-livers-302345
Hearty Curried Chicken Bowl,https://www.food.com/recipe/hearty-curried-chicken-bowl-301021
Indian Curry Sauce (Makhani),https://www.food.com/recipe/the-perfect-n-easy-indian-curry-sauce-makhani-297177
Peshawari Naan Bread (Bread Machine),https://www.food.com/recipe/peshawari-naan-bread-bread-machine-294013
Apple & Mango Curried Chicken Salad,https://www.food.com/recipe/apple-mango-curried-chicken-salad-293689
Ghurka Chicken Cardamom Curry - Kukhra Alainchi Sanga,https://www.food.com/recipe/ghurka-chicken-cardamom-curry-kukhra-alainchi-sanga-290007
California Style Indian Fry Bread Tacos,https://www.food.com/recipe/california-style-indian-fry-bread-tacos-285594
Kalonji Chicken,https://www.food.com/recipe/kalonji-chicken-vijs-285528
Saagwalla Dhal,https://www.food.com/recipe/saagwalla-dhal-285275
Curried Split Pea Soup,https://www.food.com/recipe/curried-split-pea-soup-282654
Red Lentil Dhal With Crisp Parsnips,https://www.food.com/recipe/red-lentil-dhal-with-crisp-parsnips-281453
potato and Bean Bhaji,https://www.food.com/recipe/mrs-mms-potato-and-bean-bhaji-278250
Lucky Lentils,https://www.food.com/recipe/lucky-lentils-266087
Indian Buttermilk Lassi With Cardamom,https://www.food.com/recipe/indian-buttermilk-lassi-with-cardamom-264748
Spiced  Ruby and Emerald Indian Pepper Relish - Chutney,https://www.food.com/recipe/spiced-ruby-and-emerald-indian-pepper-relish-chutney-254269
X-Traordinarily Easy Chicken Curry,https://www.food.com/recipe/x-traordinarily-easy-chicken-curry-251195
South Indian Cabbage and Carrot,https://www.food.com/recipe/south-indian-cabbage-and-carrot-239800
Karahi Chicken,https://www.food.com/recipe/karahi-chicken-238096
West Indian Sweet Potato Soup,https://www.food.com/recipe/west-indian-sweet-potato-soup-232523
Balti Butter Chicken,https://www.food.com/recipe/balti-butter-chicken-229230
Pork and Apricot Curry,https://www.food.com/recipe/pork-and-apricot-curry-228913
Bulgur and Pumpkin Pilaf,https://www.food.com/recipe/bulgur-and-pumpkin-pilaf-228530
Golden Split Pea Soup,https://www.food.com/recipe/golden-split-pea-soup-228308
"Cauliflower With Toasted Cumin, Paprika & Caper Vinaigrette",https://www.food.com/recipe/cauliflower-with-toasted-cumin-paprika-caper-vinaigrette-228014
Sweet Chickpea Curry,https://www.food.com/recipe/sweet-chickpea-curry-218447
Indian Pudding Cake With Molasses Cream,https://www.food.com/recipe/indian-pudding-cake-with-molasses-cream-215325
Spiced Golden Soup,https://www.food.com/recipe/spiced-golden-soup-212735
Perfect Pilaf Rice,https://www.food.com/recipe/perfect-pilaf-rice-20472
Rogan Josh (2),https://www.food.com/recipe/rogan-josh-2-204470
Indian Lentil Soup,https://www.food.com/recipe/indian-lentil-soup-203821
Tarka Dhall,https://www.food.com/recipe/tarka-dhall-201389
Spiced Basmati,https://www.food.com/recipe/spiced-basmati-195058
Indian Spicy Scrambled Eggs,https://www.food.com/recipe/indian-spicy-scrambled-eggs-187399
Traditional Chapatis,https://www.food.com/recipe/traditional-chapatis-185458
Cinnamon Basmati Rice,https://www.food.com/recipe/cinnamon-basmati-rice-181757
Tandoori-Style Chicken,https://www.food.com/recipe/tandoori-style-chicken-173291
Mango Lassi,https://www.food.com/recipe/olivers-mango-lassi-169404
Tamarind Sharbat,https://www.food.com/recipe/tamarind-sharbat-16915
Beet Koshumbir - Beet Salad with yogurt,https://www.food.com/recipe/beet-koshumbir-beet-salad-with-yogurt-16564
Beef Rogan Josh,https://www.food.com/recipe/beef-rogan-josh-157174
Nutmeg and ginger Tea,https://www.food.com/recipe/nutmeg-and-ginger-tea-15491
Eggplant and Dhal Curry With Basmati Rice,https://www.food.com/recipe/eggplant-and-dhal-curry-with-basmati-rice-152287
Vegetable Pakora,https://www.food.com/recipe/vegetable-pakora-146194
Vegetable Biryani,https://www.food.com/recipe/vegetable-biryani-145711
Indian Spiced Fish,https://www.food.com/recipe/indian-spiced-fish-137522
Indian Chicken Vindaloo,https://www.food.com/recipe/chicken-vindaloo-136734
Pulao,https://www.food.com/recipe/pulao-135279
Onion Bhaji,https://www.food.com/recipe/onion-bhaji-127230
Gold Rice with Chicken and Pistachio,https://www.food.com/recipe/gold-rice-with-chicken-and-pistachio-12669
Cumin Scented Chicken,https://www.food.com/recipe/cumin-scented-chicken-126583
Spicy Indian Cornbread,https://www.food.com/recipe/indian-cornbread-125510
Low Fat Kofta Curry,https://www.food.com/recipe/low-fat-kofta-curry-123080
Spicy Chicken Thick Gravy,https://www.food.com/recipe/spicy-chicken-thick-gravy-119514
Lemon Ginger Coriander Chicken Kebabs,https://www.food.com/recipe/lemon-ginger-coriander-chicken-kebabs-116332
Aloo (Potato) Pakora,https://www.food.com/recipe/aloo-potato-pakora-110215
Cumin (Jeera) Rice,https://www.food.com/recipe/charishmas-delicious-cumin-jeera-rice-107522
Bhatura,https://www.food.com/recipe/bhatura-107130
Egg Curry,https://www.food.com/recipe/delhi-style-egg-curry-106229
Aloo Dum,https://www.food.com/recipe/aloo-dum-105886
Daikon Radish Stuffed Flatbread/Mooli Paratha,https://www.food.com/recipe/daikon-radish-stuffed-flatbread-mooli-paratha-105155
Baigan Bhartha (Eggplant /Aubergine),https://www.food.com/recipe/baigan-bhartha-eggplant-aubergine-91129
Indian Cabbage and Carrots,https://www.food.com/recipe/indian-cabbage-and-carrots-84445
East Indian Chicken,https://www.food.com/recipe/east-indian-chicken-7733
"Chocolate Chocolate, Baby!",https://www.food.com/recipe/chocolate-chocolate-baby-62896
Chicken Curry With Coconut Milk,https://www.food.com/recipe/chicken-curry-with-coconut-milk-483141
Restaurant-Style Onion Chutney,https://www.food.com/recipe/restaurant-style-onion-chutney-481888
Low Calorie Tandoori Inspired Chicken,https://www.food.com/recipe/low-calorie-tandoori-inspired-chicken-473419
East Indian Vegetable Samosa Pastries,https://www.food.com/recipe/east-indian-vegetable-samosa-pastries-408752
Raw Banana Curry,https://www.food.com/recipe/raw-banana-curry-39397
Curried Lentils,https://www.food.com/recipe/curried-lentils-354632
Baked Rice Pudding,https://www.food.com/recipe/baked-rice-pudding-314967
"Eggplant, Tomato and Green Onion Curry",https://www.food.com/recipe/eggplant-tomato-and-green-onion-curry-253219
Beef Curry for Crock Pot,https://www.food.com/recipe/beef-curry-for-crock-pot-249732
Indian Lentil Pilaf,https://www.food.com/recipe/indian-lentil-pilaf-222913
Fried Karela Chips (Bitter Gourd),https://www.food.com/recipe/fried-karela-chips-bitter-gourd-221437
Badam Pasanda,https://www.food.com/recipe/badam-pasanda-207087
Indian Corn,https://www.food.com/recipe/indian-corn-206394
Chettinad Curry Eggs,https://www.food.com/recipe/chettinad-curry-eggs-201388
You Must Be (Tandoori) Nuts!,https://www.food.com/recipe/you-must-be-tandoori-nuts-168409
Masala Winter Squash,https://www.food.com/recipe/masala-winter-squash-161788
Dal With Spiced Tomatoes and Potatoes,https://www.food.com/recipe/dal-with-spiced-tomatoes-and-potatoes-149549
Indian Style Omelet,https://www.food.com/recipe/indian-style-omelet-my-moms-version-115599
Chicken Dopiaza,https://www.food.com/recipe/chicken-dopiaza-113070
Indian Cornbread ( Makai Ki Roti),https://www.food.com/recipe/indian-cornbread-makai-ki-roti-102689
Crispy Golden Fingers,https://www.food.com/recipe/shalini-sardas-crispy-golden-fingers-62330
Pinabana,https://www.food.com/recipe/pinabana-a-tropical-delight-95401
Indian Fish Biryani,https://www.food.com/recipe/exceptionally-savoury-and-delicious-indian-fish-biryani-93361
Carrot Halwa,https://www.food.com/recipe/carrot-halwa-9309
Waikiki Chicken with Pineapple,https://www.food.com/recipe/waikiki-chicken-with-pineapple-9196
"Yogurt, Cucumber and Mint Green Salad",https://www.food.com/recipe/yogurt-cucumber-and-mint-green-salad-88264
Fish steamed in Banana leaves,https://www.food.com/recipe/fish-steamed-in-banana-leaves-84710
Omapodi,https://www.food.com/recipe/unbelievably-good-homemade-omapodi-or-sev-75760
Mild Curry Powder,https://www.food.com/recipe/mild-curry-powder-75274
Potato Toast,https://www.food.com/recipe/potato-toast-75227
Chicken Lollipops,https://www.food.com/recipe/chicken-lollipops-73426
Grilled Prawns Italiano,https://www.food.com/recipe/grilled-prawns-italiano-73185
Vegetable Vermicelli Upuma,https://www.food.com/recipe/vegetable-vermicelli-upuma-70946
Mushroom Omelette,https://www.food.com/recipe/mushroom-omelette-67124
Chicken Tikka !,https://www.food.com/recipe/chicken-tikka-62335
Dhaba Style Aloo Paratha,https://www.food.com/recipe/dhaba-style-aloo-paratha-525788
Slow Cooker Chana Masala,https://www.food.com/recipe/slow-cooker-chana-masala-525787
Curried Chicken Moghlai,https://www.food.com/recipe/curried-chicken-moghlai-516283
Prawns in Green Spice Paste (Hara Masala),https://www.food.com/recipe/prawns-in-green-spice-paste-hara-masala-515345
Whole Wheat Bread With Ginger & Cashews for ABM,https://www.food.com/recipe/whole-wheat-bread-with-ginger-cashews-for-abm-510764
Chapatis,https://www.food.com/recipe/chapatis-50967
Curried Chicken With Lentils,https://www.food.com/recipe/curried-chicken-with-lentils-509029
Possibly the Easiest Shrimp Curry Ever!,https://www.food.com/recipe/possibly-the-easiest-shrimp-curry-ever-508581
Curried Garbanzo Beans (Chickpeas),https://www.food.com/recipe/curried-garbanzo-beans-chickpeas-501722
Indian-Style Beef Curry With Coconut Milk,https://www.food.com/recipe/indian-style-beef-curry-with-coconut-milk-497927
Lentil Cookies,https://www.food.com/recipe/bals-lentil-cookies-493542
Red Lentil � Classical Ayurveda Dhal,https://www.food.com/recipe/red-lentil-classical-ayurveda-dhal-489076
Kheema Matar,https://www.food.com/recipe/kheema-matar-488848
"Chicken, Walnut and Red Grape Salad With Curry Dressing",https://www.food.com/recipe/chicken-walnut-and-red-grape-salad-with-curry-dressing-488743
Curried Potatoes,https://www.food.com/recipe/curried-potatoes-488269
Paneer Tikka Masala,https://www.food.com/recipe/paneer-tikka-masala-486732
Roasted Asparagus Masala,https://www.food.com/recipe/roasted-asparagus-masala-485235
Mango Lassi Smoothie,https://www.food.com/recipe/mango-lassi-smoothie-485200
Butternut Squash Basmati Rice,https://www.food.com/recipe/butternut-squash-basmati-rice-485199
Aloo Baingan Sabzi,https://www.food.com/recipe/aloo-baingan-sabzi-485171
Roghan Ghosht,https://www.food.com/recipe/roghan-ghosht-485092
Macaroni With Spinach Sauce,https://www.food.com/recipe/macaroni-with-spinach-sauce-485001
Cantaloupe Milkshakes,https://www.food.com/recipe/cantaloupe-milkshakes-485000
Kashmiri Chicken,https://www.food.com/recipe/kashmiri-chicken-484955
Shallow Fried Eggplant With Tomato Chutney,https://www.food.com/recipe/shallow-fried-eggplant-with-tomato-chutney-484934
Indian - Pilau Rice,https://www.food.com/recipe/indian-pilau-rice-484921
Kheema With Potatoes and Peas,https://www.food.com/recipe/kheema-with-potatoes-and-peas-484584
Indian-Spiced Chicken Patties With Cucumber Raita,https://www.food.com/recipe/indian-spiced-chicken-patties-with-cucumber-raita-484578
Curried Carrots and Pineapple,https://www.food.com/recipe/curried-carrots-and-pineapple-484537
Hot Indian Baked Potatoes,https://www.food.com/recipe/hot-indian-baked-potatoes-484517
Bombay Rice and Peas,https://www.food.com/recipe/bombay-rice-and-peas-484303
Aviyal - Indian Mixed Vegetable Stew,https://www.food.com/recipe/aviyal-indian-mixed-vegetable-stew-483960
Oven Fried Lentil Balls,https://www.food.com/recipe/oven-fried-lentil-balls-483595
hummus tomato,https://www.food.com/recipe/hummus-w-a-tomato-twissis-twist-my-invention-zwt-8-india-483527
Quick Curried Chutney Chicken Salad,https://www.food.com/recipe/quick-curried-chutney-chicken-salad-483503
Curried Chick-Peas ( Chana Dal),https://www.food.com/recipe/curried-chick-peas-chana-dal-483131
Indian Stuffed Peppers,https://www.food.com/recipe/indian-stuffed-peppers-483073
Chicken With Cilantro and Almonds,https://www.food.com/recipe/chicken-with-cilantro-and-almonds-483062
Aloo Poshto ( Potatoes Recipe),https://www.food.com/recipe/aloo-poshto-potatoes-recipe-483054
Rice and Lentil Pilaf - Indian Style,https://www.food.com/recipe/rice-and-lentil-pilaf-indian-style-483044
Nimbu Pani (Lemonade),https://www.food.com/recipe/nimbu-pani-lemonade-483041
Shrimp and Bamboo Shoot Curry,https://www.food.com/recipe/shrimp-and-bamboo-shoot-curry-483012
Dry and Spicy Curry,https://www.food.com/recipe/dry-and-spicy-curry-483011
Chile-Coriander Chicken,https://www.food.com/recipe/bademiyas-justly-famous-chile-coriander-chicken-482997
Southern Indian Rice and Seafood Soup,https://www.food.com/recipe/southern-indian-rice-and-seafood-soup-482986
Scrambled Eggs With Coriander and Ginger (Ekuri Parsri),https://www.food.com/recipe/scrambled-eggs-with-coriander-and-ginger-ekuri-parsri-482963
Bollywood Basmati,https://www.food.com/recipe/bollywood-basmati-482903
Bengali Spinach,https://www.food.com/recipe/bengali-spinach-482876
Bombay-Style Curried Eggs,https://www.food.com/recipe/bombay-style-curried-eggs-482792
Curried Cauliflower and Potatoes (Aloo Gobi),https://www.food.com/recipe/curried-cauliflower-and-potatoes-aloo-gobi-482780
Almond Pudding,https://www.food.com/recipe/almond-pudding-482653
Sweet Tomato Chutney,https://www.food.com/recipe/sweet-tomato-chutney-482649
Curried Red Kidney Beans and Cauliflower (Rajma Masala),https://www.food.com/recipe/curried-red-kidney-beans-and-cauliflower-rajma-masala-482631
Easy Chicken Kebabs,https://www.food.com/recipe/easy-chicken-kebabs-482178
Afghan - Style Chicken (Murgh),https://www.food.com/recipe/afghan-style-chicken-murgh-482020
Indian Banana Lassi Shake,https://www.food.com/recipe/indian-banana-lassi-shake-481972
